organism_name,assembly_id,genome_ftp_path,checksums_ftp_path
Dictyocaulus viviparus,GCA_964187775.1_ngDicVivi2.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/187/775/GCA_964187775.1_ngDicVivi2.1/GCA_964187775.1_ngDicVivi2.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/187/775/GCA_964187775.1_ngDicVivi2.1/md5checksums.txt
Dimorphilus gyrociliatus,GCA_904063045.1_Dgyrociliatus_assembly,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/063/045/GCA_904063045.1_Dgyrociliatus_assembly/GCA_904063045.1_Dgyrociliatus_assembly_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/063/045/GCA_904063045.1_Dgyrociliatus_assembly/md5checksums.txt
Diodora aspera,GCA_031471655.1_ASM3147165v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/471/655/GCA_031471655.1_ASM3147165v1/GCA_031471655.1_ASM3147165v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/471/655/GCA_031471655.1_ASM3147165v1/md5checksums.txt
Dipetalonema caudispina,GCA_013365325.1_Dcau_362YU_v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/365/325/GCA_013365325.1_Dcau_362YU_v1/GCA_013365325.1_Dcau_362YU_v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/365/325/GCA_013365325.1_Dcau_362YU_v1/md5checksums.txt
Diplazon laetatorius,GCA_963662125.1_iyDipLaet1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/662/125/GCA_963662125.1_iyDipLaet1.1/GCA_963662125.1_iyDipLaet1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/662/125/GCA_963662125.1_iyDipLaet1.1/md5checksums.txt
Dipylidium caninum,GCA_017562135.1_ASM1756213v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/562/135/GCA_017562135.1_ASM1756213v1/GCA_017562135.1_ASM1756213v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/562/135/GCA_017562135.1_ASM1756213v1/md5checksums.txt
Dirofilaria immitis,GCA_024305405.1_ICBAS_JMDir_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/305/405/GCA_024305405.1_ICBAS_JMDir_1.0/GCA_024305405.1_ICBAS_JMDir_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/305/405/GCA_024305405.1_ICBAS_JMDir_1.0/md5checksums.txt
Dirofilaria repens,GCA_008729115.1_FGCZ_Drep_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/729/115/GCA_008729115.1_FGCZ_Drep_1.0/GCA_008729115.1_FGCZ_Drep_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/729/115/GCA_008729115.1_FGCZ_Drep_1.0/md5checksums.txt
Dirona albolineata,GCA_031763155.1_ASM3176315v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/763/155/GCA_031763155.1_ASM3176315v1/GCA_031763155.1_ASM3176315v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/763/155/GCA_031763155.1_ASM3176315v1/md5checksums.txt
Dirona pellucida,GCA_030265205.1_ASM3026520v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/265/205/GCA_030265205.1_ASM3026520v1/GCA_030265205.1_ASM3026520v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/265/205/GCA_030265205.1_ASM3026520v1/md5checksums.txt
Ditylenchus destructor,GCA_043789845.1_ASM4378984v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/789/845/GCA_043789845.1_ASM4378984v1/GCA_043789845.1_ASM4378984v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/789/845/GCA_043789845.1_ASM4378984v1/md5checksums.txt
Ditylenchus dipsaci,GCA_004194705.1_D.dipsaci.v1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/194/705/GCA_004194705.1_D.dipsaci.v1.0/GCA_004194705.1_D.dipsaci.v1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/194/705/GCA_004194705.1_D.dipsaci.v1.0/md5checksums.txt
Doris montereyensis,GCA_037039925.1_xgDorMont1_p1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/039/925/GCA_037039925.1_xgDorMont1_p1.0/GCA_037039925.1_xgDorMont1_p1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/039/925/GCA_037039925.1_xgDorMont1_p1.0/md5checksums.txt
Doris verrucosa,GCA_031762655.1_ASM3176265v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/762/655/GCA_031762655.1_ASM3176265v1/GCA_031762655.1_ASM3176265v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/762/655/GCA_031762655.1_ASM3176265v1/md5checksums.txt
Doryteuthis pealeii,GCA_023376005.1_UCB_Dpea_1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/376/005/GCA_023376005.1_UCB_Dpea_1/GCA_023376005.1_UCB_Dpea_1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/376/005/GCA_023376005.1_UCB_Dpea_1/md5checksums.txt
Dracunculus medinensis,GCA_900625125.1_D_medinensis_Ghana_0011_upd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/625/125/GCA_900625125.1_D_medinensis_Ghana_0011_upd/GCA_900625125.1_D_medinensis_Ghana_0011_upd_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/625/125/GCA_900625125.1_D_medinensis_Ghana_0011_upd/md5checksums.txt
Dreissena polymorpha,GCA_020536995.1_UMN_Dpol_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/536/995/GCA_020536995.1_UMN_Dpol_1.0/GCA_020536995.1_UMN_Dpol_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/536/995/GCA_020536995.1_UMN_Dpol_1.0/md5checksums.txt
Dreissena rostriformis,GCA_007657795.1_UV_Dro_v1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/657/795/GCA_007657795.1_UV_Dro_v1.1/GCA_007657795.1_UV_Dro_v1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/657/795/GCA_007657795.1_UV_Dro_v1.1/md5checksums.txt
Drosophila melanogaster,GCA_000001215.4_Release 6 plus ISO1 MT,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/215/GCA_000001215.4_Release_6_plus_ISO1_MT/GCA_000001215.4_Release_6_plus_ISO1_MT_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/215/GCA_000001215.4_Release_6_plus_ISO1_MT/md5checksums.txt
Drosophila suzukii,GCA_043229965.1_CBGP_Dsuzu_IsoJpt1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/229/965/GCA_043229965.1_CBGP_Dsuzu_IsoJpt1.0/GCA_043229965.1_CBGP_Dsuzu_IsoJpt1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/229/965/GCA_043229965.1_CBGP_Dsuzu_IsoJpt1.0/md5checksums.txt
Dugesia japonica,GCA_001938525.1_Djap assembly v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/938/525/GCA_001938525.1_Djap_assembly_v1/GCA_001938525.1_Djap_assembly_v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/938/525/GCA_001938525.1_Djap_assembly_v1/md5checksums.txt
Echinococcus granulosus,GCA_000524195.1_ASM52419v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/524/195/GCA_000524195.1_ASM52419v1/GCA_000524195.1_ASM52419v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/524/195/GCA_000524195.1_ASM52419v1/md5checksums.txt
Echinococcus multilocularis,GCA_000469725.3_EMULTI002,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/469/725/GCA_000469725.3_EMULTI002/GCA_000469725.3_EMULTI002_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/469/725/GCA_000469725.3_EMULTI002/md5checksums.txt
Echinomermella matsi,GCA_964256745.1_neEchMats5.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/256/745/GCA_964256745.1_neEchMats5.1/GCA_964256745.1_neEchMats5.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/256/745/GCA_964256745.1_neEchMats5.1/md5checksums.txt
Echinostoma caproni,GCA_900618425.1_E_caproni_Egypt_0011_upd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/618/425/GCA_900618425.1_E_caproni_Egypt_0011_upd/GCA_900618425.1_E_caproni_Egypt_0011_upd_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/618/425/GCA_900618425.1_E_caproni_Egypt_0011_upd/md5checksums.txt
Eisenia fetida,GCA_003999395.1_Eisenia fetida CLC_PE_MP,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/999/395/GCA_003999395.1_Eisenia_fetida_CLC_PE_MP/GCA_003999395.1_Eisenia_fetida_CLC_PE_MP_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/999/395/GCA_003999395.1_Eisenia_fetida_CLC_PE_MP/md5checksums.txt
Eledone cirrhosa,GCA_964016885.1_xcEleCirr1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/016/885/GCA_964016885.1_xcEleCirr1.1/GCA_964016885.1_xcEleCirr1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/016/885/GCA_964016885.1_xcEleCirr1.1/md5checksums.txt
Ellobium chinense,GCA_033807755.1_Elch_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/807/755/GCA_033807755.1_Elch_1.0/GCA_033807755.1_Elch_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/807/755/GCA_033807755.1_Elch_1.0/md5checksums.txt
Elysia chlorotica,GCA_003991915.1_ElyChl2.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/991/915/GCA_003991915.1_ElyChl2.0/GCA_003991915.1_ElyChl2.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/991/915/GCA_003991915.1_ElyChl2.0/md5checksums.txt
Elysia crispata,GCA_033675545.1_ASM3367554v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/675/545/GCA_033675545.1_ASM3367554v1/GCA_033675545.1_ASM3367554v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/675/545/GCA_033675545.1_ASM3367554v1/md5checksums.txt
Elysia marginata,GCA_019649035.1_Ema_v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/649/035/GCA_019649035.1_Ema_v1/GCA_019649035.1_Ema_v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/649/035/GCA_019649035.1_Ema_v1/md5checksums.txt
Encarsia formosa,GCA_038277355.1_ASM3827735v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/277/355/GCA_038277355.1_ASM3827735v1/GCA_038277355.1_ASM3827735v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/277/355/GCA_038277355.1_ASM3827735v1/md5checksums.txt
Enchytraeus crypticus,GCA_905160935.1_enchytraeus_crypticus_complete_genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/160/935/GCA_905160935.1_enchytraeus_crypticus_complete_genome/GCA_905160935.1_enchytraeus_crypticus_complete_genome_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/160/935/GCA_905160935.1_enchytraeus_crypticus_complete_genome/md5checksums.txt
Enterobius vermicularis,GCA_900576705.1_E_vermicularis_Canary_Islands_upd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/576/705/GCA_900576705.1_E_vermicularis_Canary_Islands_upd/GCA_900576705.1_E_vermicularis_Canary_Islands_upd_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/576/705/GCA_900576705.1_E_vermicularis_Canary_Islands_upd/md5checksums.txt
Enteroctopus dofleini,GCA_027564315.1_ASM2756431v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/315/GCA_027564315.1_ASM2756431v1/GCA_027564315.1_ASM2756431v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/315/GCA_027564315.1_ASM2756431v1/md5checksums.txt
Ephestia kuehniella,GCA_921024065.1_Genome_ASM_M6_M11_kdef_b300,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/024/065/GCA_921024065.1_Genome_ASM_M6_M11_kdef_b300/GCA_921024065.1_Genome_ASM_M6_M11_kdef_b300_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/024/065/GCA_921024065.1_Genome_ASM_M6_M11_kdef_b300/md5checksums.txt
Erebia aethiops,GCA_923060345.2_ilEreAeth2.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/923/060/345/GCA_923060345.2_ilEreAeth2.2/GCA_923060345.2_ilEreAeth2.2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/923/060/345/GCA_923060345.2_ilEreAeth2.2/md5checksums.txt
Erebia epiphron,GCA_963932025.1_ilEreEpip2.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/932/025/GCA_963932025.1_ilEreEpip2.1/GCA_963932025.1_ilEreEpip2.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/932/025/GCA_963932025.1_ilEreEpip2.1/md5checksums.txt
Eriocheir sinensis,GCA_024679095.1_ASM2467909v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/095/GCA_024679095.1_ASM2467909v1/GCA_024679095.1_ASM2467909v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/095/GCA_024679095.1_ASM2467909v1/md5checksums.txt
Erpobdella octoculata,GCA_963978895.1_wkErpOcto2.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/978/895/GCA_963978895.1_wkErpOcto2.1/GCA_963978895.1_wkErpOcto2.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/978/895/GCA_963978895.1_wkErpOcto2.1/md5checksums.txt
Escarpia spicata,GCA_963995525.1_wsEscSpic3.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/995/525/GCA_963995525.1_wsEscSpic3.1/GCA_963995525.1_wsEscSpic3.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/995/525/GCA_963995525.1_wsEscSpic3.1/md5checksums.txt
Eudrilus eugeniae,GCA_020405105.1_ASM2040510v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/405/105/GCA_020405105.1_ASM2040510v1/GCA_020405105.1_ASM2040510v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/405/105/GCA_020405105.1_ASM2040510v1/md5checksums.txt
Euhadra peliomphala,GCA_040496235.1_ASM4049623v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/496/235/GCA_040496235.1_ASM4049623v1/GCA_040496235.1_ASM4049623v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/496/235/GCA_040496235.1_ASM4049623v1/md5checksums.txt
Eulimnadia texana,GCA_002872375.1_clam_shrimp_assembly_v0.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/872/375/GCA_002872375.1_clam_shrimp_assembly_v0.1/GCA_002872375.1_clam_shrimp_assembly_v0.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/872/375/GCA_002872375.1_clam_shrimp_assembly_v0.1/md5checksums.txt
Eumandya parva,GCA_964059275.1_xcSepParv1.hap1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/059/275/GCA_964059275.1_xcSepParv1.hap1.1/GCA_964059275.1_xcSepParv1.hap1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/059/275/GCA_964059275.1_xcSepParv1.hap1.1/md5checksums.txt
Euprymna scolopes,GCA_024364805.1_ASM2436480v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/364/805/GCA_024364805.1_ASM2436480v1/GCA_024364805.1_ASM2436480v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/364/805/GCA_024364805.1_ASM2436480v1/md5checksums.txt
Fasciola gigantica,GCA_018104335.1_GXU_FGig_PAC.1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/104/335/GCA_018104335.1_GXU_FGig_PAC.1.0/GCA_018104335.1_GXU_FGig_PAC.1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/104/335/GCA_018104335.1_GXU_FGig_PAC.1.0/md5checksums.txt
Fasciola hepatica,GCA_948099385.2_Fh240107Braker,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/099/385/GCA_948099385.2_Fh240107Braker/GCA_948099385.2_Fh240107Braker_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/099/385/GCA_948099385.2_Fh240107Braker/md5checksums.txt
Fasciolopsis buskii,GCA_008360955.1_F_buski_1.0.allpaths-lg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/360/955/GCA_008360955.1_F_buski_1.0.allpaths-lg/GCA_008360955.1_F_buski_1.0.allpaths-lg_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/360/955/GCA_008360955.1_F_buski_1.0.allpaths-lg/md5checksums.txt
Flabesymbios commensalis,GCA_964017125.1_wfFlaComm2.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/017/125/GCA_964017125.1_wfFlaComm2.1/GCA_964017125.1_wfFlaComm2.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/017/125/GCA_964017125.1_wfFlaComm2.1/md5checksums.txt
Formica exsecta,GCA_003651465.1_ASM365146v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/651/465/GCA_003651465.1_ASM365146v1/GCA_003651465.1_ASM365146v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/651/465/GCA_003651465.1_ASM365146v1/md5checksums.txt
Formica rufa,GCA_964276525.1_iyForRufa2.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/276/525/GCA_964276525.1_iyForRufa2.1/GCA_964276525.1_iyForRufa2.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/276/525/GCA_964276525.1_iyForRufa2.1/md5checksums.txt
Formica selysi,GCA_009859135.1_ASM985913v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/859/135/GCA_009859135.1_ASM985913v1/GCA_009859135.1_ASM985913v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/859/135/GCA_009859135.1_ASM985913v1/md5checksums.txt
Fragum fragum,GCA_946902895.1_xbFraFrag2.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/902/895/GCA_946902895.1_xbFraFrag2.1/GCA_946902895.1_xbFraFrag2.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/902/895/GCA_946902895.1_xbFraFrag2.1/md5checksums.txt
Fuscozetes fuscipes,GCA_034702105.1_ASM3470210v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/702/105/GCA_034702105.1_ASM3470210v1/GCA_034702105.1_ASM3470210v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/702/105/GCA_034702105.1_ASM3470210v1/md5checksums.txt
Gastropteron pacificum,GCA_031471215.1_ASM3147121v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/471/215/GCA_031471215.1_ASM3147121v1/GCA_031471215.1_ASM3147121v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/471/215/GCA_031471215.1_ASM3147121v1/md5checksums.txt
Geukensia demissa,GCA_034783895.1_ASM3478389v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/783/895/GCA_034783895.1_ASM3478389v1/GCA_034783895.1_ASM3478389v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/783/895/GCA_034783895.1_ASM3478389v1/md5checksums.txt
Geukensia granosissima,GCA_032357055.1_ASM3235705v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/357/055/GCA_032357055.1_ASM3235705v1/GCA_032357055.1_ASM3235705v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/357/055/GCA_032357055.1_ASM3235705v1/md5checksums.txt
Girardia tigrina,GCA_001938485.1_gtig.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/938/485/GCA_001938485.1_gtig.1/GCA_001938485.1_gtig.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/938/485/GCA_001938485.1_gtig.1/md5checksums.txt
Globodera ellingtonae,GCA_001723225.1_ASM172322v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/225/GCA_001723225.1_ASM172322v1/GCA_001723225.1_ASM172322v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/225/GCA_001723225.1_ASM172322v1/md5checksums.txt
Globodera pallida,GCA_020449905.1_D383_Gpal_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/449/905/GCA_020449905.1_D383_Gpal_1.0/GCA_020449905.1_D383_Gpal_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/449/905/GCA_020449905.1_D383_Gpal_1.0/md5checksums.txt
Globodera rostochiensis,GCA_018350325.1_WUR_GloGros_L19,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/350/325/GCA_018350325.1_WUR_GloGros_L19/GCA_018350325.1_WUR_GloGros_L19_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/350/325/GCA_018350325.1_WUR_GloGros_L19/md5checksums.txt
Gnathostoma spinigerum,GCA_043882145.1_ASM4388214v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/882/145/GCA_043882145.1_ASM4388214v1/GCA_043882145.1_ASM4388214v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/882/145/GCA_043882145.1_ASM4388214v1/md5checksums.txt
Gongylonema pulchrum,GCA_900617915.1_G_pulchrum_Hokkaido_0011_upd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/617/915/GCA_900617915.1_G_pulchrum_Hokkaido_0011_upd/GCA_900617915.1_G_pulchrum_Hokkaido_0011_upd_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/617/915/GCA_900617915.1_G_pulchrum_Hokkaido_0011_upd/md5checksums.txt
Goniobranchus coi,GCA_025762795.1_ASM2576279v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/762/795/GCA_025762795.1_ASM2576279v1/GCA_025762795.1_ASM2576279v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/762/795/GCA_025762795.1_ASM2576279v1/md5checksums.txt
Goniobranchus fidelis,GCA_028565935.1_ASM2856593v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/565/935/GCA_028565935.1_ASM2856593v1/GCA_028565935.1_ASM2856593v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/565/935/GCA_028565935.1_ASM2856593v1/md5checksums.txt
Goniobranchus geometricus,GCA_028565895.1_ASM2856589v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/565/895/GCA_028565895.1_ASM2856589v1/GCA_028565895.1_ASM2856589v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/565/895/GCA_028565895.1_ASM2856589v1/md5checksums.txt
Goniobranchus kuniei,GCA_025770095.1_ASM2577009v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/770/095/GCA_025770095.1_ASM2577009v1/GCA_025770095.1_ASM2577009v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/770/095/GCA_025770095.1_ASM2577009v1/md5checksums.txt
Goniobranchus leopardus,GCA_028566475.1_ASM2856647v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/566/475/GCA_028566475.1_ASM2856647v1/GCA_028566475.1_ASM2856647v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/566/475/GCA_028566475.1_ASM2856647v1/md5checksums.txt
Goniozus legneri,GCA_003055095.1_ASM305509v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/055/095/GCA_003055095.1_ASM305509v1/GCA_003055095.1_ASM305509v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/055/095/GCA_003055095.1_ASM305509v1/md5checksums.txt
Gyrodactylus bullatarudis,GCA_012064415.1_ASM1206441v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/064/415/GCA_012064415.1_ASM1206441v1/GCA_012064415.1_ASM1206441v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/064/415/GCA_012064415.1_ASM1206441v1/md5checksums.txt
Gyrodactylus salaris,GCA_000715275.1_Gsalaris_v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/275/GCA_000715275.1_Gsalaris_v1/GCA_000715275.1_Gsalaris_v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/275/GCA_000715275.1_Gsalaris_v1/md5checksums.txt
Haemonchus contortus,GCA_000469685.2_haemonchus_contortus_MHCO3ISE_4.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/469/685/GCA_000469685.2_haemonchus_contortus_MHCO3ISE_4.0/GCA_000469685.2_haemonchus_contortus_MHCO3ISE_4.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/469/685/GCA_000469685.2_haemonchus_contortus_MHCO3ISE_4.0/md5checksums.txt
