Gene_Length_Including_N,Sum_of_valid_dinucleotide_counts,A_Count,T_Count,G_Count,C_Count,AA_Count,AA_OE,AA_Rate,AT_Count,AT_OE,AT_Rate,AG_Count,AG_OE,AG_Rate,AC_Count,AC_OE,AC_Rate,TA_Count,TA_OE,TA_Rate,TT_Count,TT_OE,TT_Rate,TG_Count,TG_OE,TG_Rate,TC_Count,TC_OE,TC_Rate,GA_Count,GA_OE,GA_Rate,GT_Count,GT_OE,GT_Rate,GG_Count,GG_OE,GG_Rate,GC_Count,GC_OE,GC_Rate,CA_Count,CA_OE,CA_Rate,CT_Count,CT_OE,CT_Rate,CG_Count,CG_OE,CG_Rate,CC_Count,CC_OE,CC_Rate,A_Rate,T_Rate,G_Rate,C_Rate,Region,Assembly Identifier,Phylum,Class,Order,Family,Genus,Organism Name,Average_lifespan_days,Average_lifespan_days_in_longer_life_cycle,Parthenogenesis,Fission Budding,Highly dormant eggs,Dormant state in other than egg stage,More than one type of life cycles,Eusociality,Eusociality level,Host number
64930714.0,64138370,22382299,22416059,9696282,9684586,9106802,1.167421,0.141987,7270546,0.930624,0.113357,3094290,0.915634,0.048244,2894401,0.857519,0.045127,5845733,0.748249,0.091143,9130415,1.166925,0.142355,3857076,1.139632,0.060137,3565940,1.054884,0.055598,3564574,1.054797,0.055576,2904402,0.85815,0.045283,1410570,0.963508,0.021993,1812673,1.239665,0.028262,3848501,1.140189,0.060003,3094473,0.915414,0.048247,1330568,0.909959,0.020745,1407406,0.96367,0.021943,0.3487467891868936,0.3492728160978445,0.1510813171850966,0.1508990775301653,genome,GCA_900618025.1_B_timori_Indonesia_v1_0_4_001_upd,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Brugia,Brugia timori,2628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
75392092.0,74608714,26129857,26141842,11171686,11173734,10456874,1.142918,0.140156,8384024,0.915939,0.112373,3723388,0.951853,0.049906,3562370,0.910523,0.047747,7023630,0.767319,0.09414,10464013,1.14265,0.140252,4674445,1.194435,0.062653,3976508,1.015909,0.053298,3974896,1.016149,0.053277,3563062,0.91045,0.047757,1384921,0.828085,0.018562,2247860,1.343815,0.030129,4671621,1.194042,0.062615,3727818,0.952374,0.049965,1387646,0.829562,0.018599,1385638,0.82821,0.018572,0.3501858199590901,0.3503464399369265,0.1497201466596425,0.1497475934443408,genome,GCA_900618365.1_T_callipaeda_Ticino_0011_upd,Nematoda,Chromadorea,Rhabditida,Thelaziidae,Thelazia,Thelazia callipaeda,86.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
81095982.0,81095651,28596722,28610867,11935746,11952325,11657737,1.156057,0.143753,9730496,0.964463,0.119988,3719178,0.883647,0.045862,3489308,0.827882,0.043027,7557261,0.749057,0.093189,11669043,1.156035,0.143892,4838113,1.148929,0.059659,4546446,1.078168,0.056063,4536100,1.077741,0.055935,3486532,0.827963,0.042993,1724199,0.98149,0.021261,2188914,1.244298,0.026992,4845621,1.149684,0.059752,3724795,0.883317,0.045931,1654253,0.940368,0.020399,1727655,0.980731,0.021304,0.3526294995317875,0.3528039231692547,0.1471810698624316,0.1473855074365262,genome,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
82235903.0,82232389,25552723,25622040,15521221,15536419,9914393,1.248633,0.120566,6898238,0.866424,0.083887,4773501,0.989731,0.058049,3966589,0.821622,0.048236,4610735,0.579112,0.05607,9972861,1.24921,0.121277,4934542,1.020353,0.060007,6103897,1.260914,0.074227,6082757,1.26119,0.07397,3967039,0.820295,0.048242,3041553,1.038214,0.036987,2429871,0.828609,0.029549,4944837,1.024252,0.060132,4783898,0.988235,0.058175,2771617,0.945147,0.033705,3036061,1.034312,0.036921,0.3107378851618868,0.3115808253833954,0.1887482358991747,0.188933053555543,genome,GCA_043792875.1_NIC58_v2,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis tropicalis,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85010107.0,82057335,25236778,25213684,15807611,15807356,9560204,1.231977,0.116506,6589979,0.849996,0.080309,4857228,0.99929,0.059193,4226692,0.869582,0.051509,4708589,0.607328,0.057382,9545222,1.2323,0.116324,5759215,1.185943,0.070185,5198012,1.070397,0.063346,5196437,1.069076,0.063327,4223522,0.869712,0.05147,3123153,1.025803,0.038061,3263103,1.071787,0.039766,5768977,1.186885,0.070304,4852279,0.999202,0.059133,2066573,0.678779,0.025185,3118150,1.024193,0.038,0.3075202104896082,0.3072388008841092,0.1926220479515192,0.1926189406747633,genome,GCA_900157175.1_O_NANA_1,Arthropoda (Mandibulata),Crustacea,Hexanauplia,Oithonidae,Oithona,Oithona nana,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103664560.0,100467738,28673189,28639088,21605653,21595729,9447997,1.15561,0.09404,7199058,0.881585,0.071655,6211470,1.008265,0.061826,5801978,0.942227,0.05775,5800092,0.71027,0.057731,9427768,1.155883,0.093839,7215227,1.172592,0.071816,6183487,1.005379,0.061547,6193770,1.005392,0.061649,5800563,0.942686,0.057736,4555870,0.981432,0.045347,5045126,1.087327,0.050216,7218886,1.17233,0.071853,6199328,1.007955,0.061705,3612494,0.778566,0.035957,4554624,0.982065,0.045334,0.2852665924737652,0.2849273251509031,0.2149524076125813,0.2148536747627504,genome,GCA_900622495.1_H_taeniaeformis_Canary_Islands_0011_upd,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Hydatigera,Hydatigera taeniaeformis,1505.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
150050672.0,144148600,48612961,48675414,23474715,23460640,21004199,1.282523,0.145712,12063112,0.735632,0.083685,8006161,1.01236,0.055541,7507181,0.949835,0.052079,11313136,0.689897,0.078482,21047924,1.281897,0.146015,8691599,1.097622,0.060296,7590692,0.959168,0.052659,7582395,0.958776,0.052601,7523140,0.950063,0.05219,3621161,0.948222,0.025121,4742735,1.242658,0.032902,8687133,1.099126,0.060265,8014584,1.012732,0.055599,3144228,0.823829,0.021812,3609220,0.94623,0.025038,0.3370663135671224,0.3374993421678943,0.1627659678473161,0.1626683764176671,genome,GCA_900576705.1_E_vermicularis_Canary_Islands_upd,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Enterobius,Enterobius vermicularis,67.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
162943536.0,156755069,49597919,49628980,28765280,28787026,17912711,1.141799,0.114272,14666527,0.934295,0.093563,8914519,0.979763,0.056869,8097797,0.889328,0.051659,12268357,0.781525,0.078264,17924725,1.141135,0.114349,10035637,1.102291,0.064021,9393962,1.031032,0.059928,9379852,1.030906,0.059838,8096381,0.889288,0.05165,5840394,1.106777,0.037258,5442984,1.030687,0.034723,10030695,1.101605,0.06399,8935023,0.980661,0.057,3969043,0.751581,0.02532,5846462,1.106254,0.037297,0.3163552143283288,0.3165533337153993,0.1834763736683063,0.1836150782879655,genome,GCA_900617975.1_H_nana_Japan_0011_upd,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Rodentolepis,Rodentolepis nana,66.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
103750625.0,103580913,36204038,36095813,15633165,15649656,15109807,1.194096,0.145874,12177725,0.965266,0.117567,4855895,0.88871,0.04688,4059999,0.742264,0.039196,9552312,0.757163,0.092221,15030861,1.194991,0.145112,5667149,1.040292,0.054712,5844914,1.071793,0.056428,5856879,1.071906,0.056544,4037267,0.741102,0.038977,2588775,1.097223,0.024993,3149970,1.333672,0.030411,5684423,1.039248,0.054879,4849388,0.889242,0.046817,2521078,1.067405,0.024339,2594471,1.097321,0.025048,0.349518286224553,0.348473468612588,0.1509245194987825,0.1510837256640763,genome,GCA_900625125.1_D_medinensis_Ghana_0011_upd,Nematoda,Chromadorea,Rhabditida,Dracunculidae,Dracunculus,Dracunculus medinensis,468.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
77897245.0,76984711,26434965,26408655,12063084,12078827,10169450,1.12035,0.132097,8426372,0.929243,0.109455,4238898,1.023363,0.055062,3599963,0.867977,0.046762,7650515,0.843683,0.099377,10156833,1.121191,0.131933,4179046,1.009918,0.054284,4421950,1.067226,0.057439,4418926,1.066825,0.0574,3592097,0.868075,0.04666,2025989,1.07185,0.026317,2025951,1.070433,0.026316,4195773,1.011631,0.054501,4233072,1.021641,0.054986,1619039,0.855437,0.021031,2030837,1.071616,0.02638,0.343375757192608,0.3430340046625125,0.1566928725866682,0.1568973655582111,genome,GCA_904063045.1_Dgyrociliatus_assembly,Annelida,Polychaeta,Dinophilidae,Dinophilidae,Dimorphilus,Dimorphilus gyrociliatus,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202757162.0,194506175,56296203,56200668,41039460,40981489,18160402,1.114686,0.093367,16678425,1.025463,0.085748,11649937,0.980908,0.059895,9804297,0.826675,0.050406,11366991,0.698892,0.05844,18084546,1.113807,0.092977,12212033,1.029983,0.062785,14533915,1.227549,0.074722,14556826,1.225664,0.07484,9805956,0.827051,0.050415,8559861,0.988664,0.044008,8114142,0.938509,0.041717,12208738,1.029412,0.062768,11628584,0.982162,0.059785,8614987,0.996439,0.044292,8526535,0.987603,0.043837,0.2894141164033197,0.288922978881832,0.2109804644119495,0.2106824403028987,genome,GCA_900490705.1_P._arcanus_genome,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus,Pristionchus arcanus,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239892851.0,239768526,74967916,75635030,44819551,44432821,24349609,1.039555,0.101555,24820775,1.050324,0.10352,12660775,0.904115,0.052804,13114974,0.944702,0.054698,20151643,0.852744,0.084046,24499835,1.027599,0.102181,15917207,1.126634,0.066386,15037212,1.073611,0.062716,14944105,1.06717,0.062327,13585882,0.961621,0.056662,7373485,0.880733,0.030753,8897247,1.07199,0.037108,15496560,1.116253,0.064631,12703693,0.907005,0.052983,8847715,1.066022,0.036901,7367809,0.895441,0.030729,0.3125547376856576,0.3153360560469208,0.1868607766286841,0.1852484296387374,genome,GCA_043882145.1_ASM4388214v1,Nematoda,Chromadorea,Rhabditida,Gnathostomatidae,Gnathostoma,Gnathostoma spinigerum,2276.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
259125910.0,247986096,70901513,70910018,53104182,53135673,23160723,1.143134,0.093395,18646445,0.920214,0.075191,15320809,1.00961,0.061781,13754962,0.905886,0.055467,14833597,0.732048,0.059816,23170746,1.143354,0.093436,16316966,1.075125,0.065798,16569744,1.091134,0.066817,16562584,1.09144,0.066788,13746575,0.905762,0.055433,11302048,0.994388,0.045575,11478852,1.009345,0.046288,16325574,1.075184,0.065833,15327612,1.009338,0.061808,10150689,0.892558,0.040932,11318170,0.994626,0.04564,0.2858339723205578,0.2858682595710229,0.2140854072873432,0.214212360821076,genome,GCA_900617895.1_H_placei_MHpl1_0011_upd,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Haemonchus,Haemonchus placei,175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
177347734.0,167961663,54348499,54405443,29619097,29598150,19742810,1.122776,0.117544,16692291,0.948299,0.099382,9507172,0.992091,0.056603,8403729,0.877565,0.050034,13998751,0.795278,0.083345,19779151,1.12249,0.11776,10310584,1.074802,0.061387,10314072,1.075927,0.061407,10306600,1.075513,0.061363,8418031,0.877517,0.050119,5575772,1.06763,0.033197,5316675,1.01874,0.031654,10297498,1.075323,0.061309,9513401,0.992404,0.05664,4223429,0.80926,0.025145,5561697,1.066443,0.033113,0.3235584585877998,0.3238974691070383,0.1763343891076463,0.1762096831975155,genome,GCA_900708905.1_H._diminuta_assembly_from_ERS3052629-ERS3052634,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis,Hymenolepis diminuta,5005.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
291096078.0,265066081,82428847,82465298,50283694,50286073,29713535,1.16266,0.112099,22882949,0.89499,0.086329,16067502,1.030621,0.060617,13646061,0.87526,0.051482,19191639,0.750617,0.072403,29733028,1.162394,0.112172,17078070,1.094957,0.064429,16334874,1.047258,0.061626,16330463,1.047488,0.061609,13653077,0.875365,0.051508,8770922,0.922248,0.03309,11452936,1.2042,0.043208,17070862,1.094927,0.064402,16075573,1.030634,0.060647,8290245,0.871664,0.031276,8774345,0.922521,0.033102,0.3105086728323358,0.3106459833983008,0.1894181910496369,0.1894271527197263,genome,GCA_900624965.1_S_vulgaris_Kentucky_0011_upd,Nematoda,Chromadorea,Rhabditida,Strongylidae,Strongylus,Strongylus vulgaris,2436.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
282295391.0,282289281,84074956,84276867,57016266,56921302,29910328,1.19449,0.105956,23717854,0.94492,0.08402,15646889,0.921419,0.055429,14799844,0.872992,0.052428,20267535,0.807459,0.071797,29734352,1.181779,0.105333,18083430,1.062352,0.06406,16191514,0.952794,0.057358,16052753,0.94532,0.056866,14971262,0.879521,0.053035,12692870,1.102191,0.044964,13299366,1.156783,0.047113,17844303,1.052574,0.063213,15853357,0.932895,0.05616,10593064,0.921388,0.037526,12630560,1.100443,0.044743,0.2978325033830265,0.2985477658280115,0.2019780686692543,0.2016416621197075,genome,GCA_043229965.1_CBGP_Dsuzu_IsoJpt1.0,Arthropoda (Mandibulata),Insecta,Diptera,Drosophilidae,Drosophila,Drosophila suzukii,97.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322334493.0,302146385,88452906,88437374,62790932,62745756,32360001,1.25201,0.1071,22292890,0.862665,0.073782,17370937,0.946756,0.057492,16349338,0.891718,0.054111,18260064,0.706607,0.060434,32348466,1.252004,0.107062,20476565,1.116215,0.06777,17272550,0.942236,0.057166,17296590,0.942703,0.057246,16364891,0.89208,0.054162,12910935,0.99126,0.042731,16156867,1.241365,0.053474,20457870,1.115803,0.067708,17352865,0.946618,0.057432,11971219,0.919773,0.039621,12904337,0.99218,0.042709,0.2924769129715971,0.2924255551178227,0.2076234550617192,0.2074740768488609,genome,GCA_900617915.1_G_pulchrum_Hokkaido_0011_upd,Nematoda,Chromadorea,Rhabditida,Gongylonematidae,Gongylonema,Gongylonema pulchrum,1731.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
262782696.0,262037171,76880130,77104131,54059525,54004638,25436312,1.127785,0.097071,20736273,0.916725,0.079135,15619909,0.984901,0.05961,15084660,0.952118,0.057567,17264644,0.763249,0.065886,25584597,1.127778,0.097637,17214602,1.082299,0.065695,17036986,1.072221,0.065017,17017584,1.07303,0.064943,15146088,0.95225,0.057801,10404997,0.933035,0.039708,11488358,1.031228,0.043842,17158285,1.083001,0.06548,15634127,0.983932,0.059664,10817600,0.971019,0.041283,10392149,0.933778,0.039659,0.2933813866402036,0.2942361942997222,0.2062959363571673,0.2060864827029068,genome,GCA_900624975.1_A_costaricensis_Costa_Rica_0011_upd,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus,Angiostrongylus costaricensis,183.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
325073080.0,325045364,75909274,75963368,86539610,86633428,22974136,1.295968,0.07068,16361342,0.922284,0.050336,18647583,0.922694,0.057369,17926151,0.886036,0.05515,12768682,0.719767,0.039283,22970176,1.2939,0.070668,21420512,1.059145,0.0659,18803964,0.928762,0.05785,18743242,0.927427,0.057663,17967214,0.888396,0.055276,23476349,1.018933,0.072225,26352612,1.142531,0.081074,21423185,1.058884,0.065908,18664569,0.921877,0.057421,22995148,0.996967,0.070744,23550499,1.019938,0.072453,0.2335341727968819,0.2337005924828781,0.266238302259547,0.2665269324606929,genome,GCA_040581495.1_ASM4058149v1,Arthropoda (Mandibulata),Insecta,Thysanoptera,Thripidae,Thrips,Thrips tabaci,22.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276259850.0,275766413,82295697,82567672,55482361,55502387,27595810,1.124314,0.10007,23625770,0.959395,0.085673,16428521,0.992808,0.059574,14622755,0.883363,0.053026,20258085,0.82264,0.073461,27737760,1.122664,0.100584,18485685,1.113446,0.067034,16063720,0.967215,0.058251,15993175,0.966499,0.057995,14677713,0.884081,0.053225,12077801,1.082622,0.043797,12714745,1.139304,0.046107,18426476,1.113146,0.066819,16503427,0.99369,0.059846,8472489,0.759177,0.030723,12082481,1.08226,0.043814,0.2983369902793282,0.2993229495200795,0.2011337311394443,0.2012063290611478,genome,GCA_900659605.1_ASM90065960v1,Arthropoda (Mandibulata),Crustacea,Hexanauplia,Tisbidae,Tisbe,Tisbe holothuriae,14.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292341157.0,292335089,96325257,96240910,49829050,49940303,34791792,1.096172,0.119013,30267392,0.954459,0.103537,14899026,0.907439,0.050966,16366918,0.994621,0.055987,29630045,0.934361,0.101356,34725891,1.096014,0.118788,16844323,1.026818,0.05762,15040504,0.914816,0.05145,14988764,0.912904,0.051273,16349403,0.996648,0.055927,8773495,1.032975,0.030012,9717320,1.14155,0.03324,16914505,1.027898,0.05786,14898082,0.906153,0.050962,9312135,1.093951,0.031854,8815494,1.0333,0.030155,0.3295024053183821,0.3292138772599375,0.1704515756415778,0.1708321417801025,genome,GCA_905147105.1_ilPieBrab1.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Pieridae,Pieris,Pieris brassicae,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439069542.0,439069186,139260129,139472046,79844417,80492950,52509010,1.188814,0.119592,42755722,0.966527,0.097378,22543381,0.890187,0.051344,21451889,0.840262,0.048858,38190242,0.863321,0.08698,52518491,1.185418,0.119613,23347257,0.92053,0.053174,25415951,0.99402,0.057886,25096181,0.990992,0.057158,21435691,0.845161,0.048821,14196821,0.977768,0.032334,19115664,1.305932,0.043537,23464610,0.919099,0.053442,22762028,0.890225,0.051842,19756886,1.349739,0.044997,14509362,0.983255,0.033046,0.3171710075029527,0.3176536576978049,0.1818491363265639,0.1833261984726784,genome,GCA_040285435.1_ASM4028543v1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Chalcididae,Brachymeria,Brachymeria lasus,67.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
196724551.0,193257041,66797993,66781554,29903915,29847139,24282222,1.052513,0.125647,23971210,1.039288,0.124038,8421115,0.81535,0.043575,10099420,0.979707,0.052259,21215131,0.919796,0.109777,24258554,1.052005,0.125525,11747240,1.137672,0.060786,9535215,0.925203,0.04934,9555983,0.92523,0.049447,10120595,0.980138,0.052369,5170538,1.118267,0.026755,5044482,1.093079,0.026102,11719398,1.136855,0.060642,8407021,0.815734,0.043502,4553206,0.986626,0.02356,5155711,1.119306,0.026678,0.3455117433788974,0.3454267128668368,0.1546776084350971,0.1543839353191686,genome,GCA_905397405.1_1_On_b1v03.max_arth_b2g_droso_b2g_emblv2,Arthropoda (Chelicerata),Arachnida,Sarcoptiformes,Oppiidae,Oppiella,Oppiella nova,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76938708.0,76932314,27071160,27116777,11372831,11374052,10878703,1.14209,0.141406,9310709,0.975832,0.121025,3571378,0.892478,0.046422,3309456,0.826935,0.043018,7267664,0.761705,0.094468,10911888,1.141723,0.141838,4554921,1.136348,0.059207,4381375,1.092935,0.056951,4372335,1.092635,0.056834,3317517,0.827644,0.043123,1650140,0.981569,0.021449,2032519,1.208893,0.02642,4551557,1.1373,0.059163,3575756,0.891973,0.046479,1596039,0.949285,0.020746,1650357,0.981487,0.021452,0.3518713633176759,0.3524642938009084,0.147824236152109,0.1478401067293067,genome,GCA_916381525.1_SD210906,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Cercopithifilaria,Cercopithifilaria johnstoni,574.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
169583105.0,169540496,48321671,48224850,36496195,36497889,15281153,1.109548,0.090133,14079330,1.024338,0.083044,10257023,0.986066,0.060499,8704128,0.836738,0.05134,9605558,0.69885,0.056656,15234630,1.110617,0.089858,10602748,1.021349,0.062538,12781891,1.231205,0.075391,12810141,1.231511,0.075558,8685116,0.836626,0.051227,7682506,0.977871,0.045314,7318409,0.931484,0.043166,10624788,1.021374,0.062668,10225735,0.984986,0.060314,7953902,1.012369,0.046914,7693438,0.979172,0.045378,0.2850153271542236,0.2844442486211489,0.2152652162589605,0.215275207965667,genome,GCA_911812115.1_exspectatus_chromosome,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus,Pristionchus exspectatus,138.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370436055.0,370432313,124418804,124378643,60839030,60795996,45569477,1.090464,0.123017,40840040,0.977605,0.11025,17732697,0.867792,0.04787,20276559,0.992985,0.054738,39353370,0.942018,0.106236,45560867,1.090962,0.122994,20854670,1.020903,0.056298,18609666,0.911648,0.050238,18638992,0.912144,0.050317,20283676,0.992951,0.054757,10490553,1.049888,0.02832,11425773,1.144294,0.030844,20856910,1.021406,0.056304,17694008,0.866792,0.047766,11761078,1.177875,0.03175,10483977,1.050716,0.028302,0.3358744523458665,0.3357660358248344,0.1642378420749306,0.1641216697543684,genome,GCA_905147765.2_ilVanAtal1.2,Arthropoda (Mandibulata),Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa atalanta,93.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508023220.0,508022978,164836892,164917883,89133970,89134475,59699005,1.1162,0.117512,50452846,0.94286,0.099312,26777775,0.925893,0.05271,27907215,0.96494,0.054933,42437596,0.793072,0.083535,59743192,1.115929,0.117599,33872749,1.17064,0.066676,28864284,0.997542,0.056817,28836935,0.997092,0.056763,27926712,0.965145,0.054971,17794716,1.137859,0.035027,14575551,0.932008,0.028691,33863276,1.170881,0.066657,26795091,0.926031,0.052744,10688658,0.683468,0.02104,17787377,1.137377,0.035013,0.3244672399029319,0.324626663718245,0.1754525511648857,0.1754535452139372,genome,GCA_040285235.1_LNCC_Cgas_1.0,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea gasar,1760.516667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514632994.0,514620632,151817795,151507659,105508827,105798713,49814768,1.112297,0.096799,39970544,0.894316,0.07767,28613282,0.919315,0.055601,33415673,1.070669,0.064933,31290966,0.700116,0.060804,49695331,1.114178,0.096567,39700166,1.278136,0.077145,30817770,0.989451,0.059884,30889955,0.992462,0.060025,33269711,1.071109,0.064649,22088236,1.021155,0.042921,19258254,0.887883,0.037422,39818668,1.275827,0.077375,28568411,0.917232,0.055514,15104533,0.69638,0.029351,22304364,1.025503,0.043341,0.295002063159596,0.2943994278765578,0.2050176110550735,0.2055808979087726,genome,GCA_040114235.1_ASM4011423v1,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Potamopyrgus,Potamopyrgus estuarinus,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548000852.0,547970484,195325401,195654207,78481051,78510393,82397490,1.183463,0.150368,62465793,0.895679,0.113995,23147483,0.827443,0.042242,27314448,0.976033,0.049847,56607017,0.811672,0.103303,82681049,1.183547,0.150886,30682589,1.094954,0.055993,25683435,0.91621,0.04687,25662178,0.917335,0.046831,27284219,0.973679,0.049791,13873497,1.234282,0.025318,11660911,1.037047,0.02128,30658587,1.09553,0.055949,23222975,0.828437,0.04238,10777464,0.958479,0.019668,13851349,1.231391,0.025278,0.356452043017776,0.3570520856638244,0.1432211623470942,0.1432747089713053,genome,GCA_040938175.1_ASM4093817v1,Arthropoda (Mandibulata),Insecta,Diptera,Scathophagidae,Scathophaga,Scathophaga stercoraria,59.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334833579.0,330279832,93278568,93160740,71963579,72020993,30922276,1.174812,0.093624,23918127,0.909857,0.072418,20022333,0.986009,0.060622,18376484,0.904237,0.055639,17696653,0.673189,0.053581,30859050,1.175378,0.093433,22027282,1.086116,0.066693,22533981,1.110214,0.068227,22536761,1.109833,0.068235,18328373,0.903731,0.055493,16172948,1.032344,0.048967,14895873,0.950068,0.045101,22076284,1.08629,0.066841,20018990,0.986304,0.060612,13710595,0.874471,0.041512,16183822,1.031392,0.049,0.2822997175627863,0.2819431210601364,0.2177917013746101,0.2179654600024671,genome,GCA_905338395.1_Cto_b1v02_max_arth_b2g_genome,Arthropoda (Mandibulata),Crustacea,Podocopida,Cytherideidae,Cyprideis,Cyprideis torosa,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399917640.0,399915636,134291246,134229229,65659236,65735967,49226884,1.09163,0.123093,43041646,0.95491,0.107627,20338528,0.922453,0.050857,21684176,0.982337,0.054222,43490912,0.964878,0.10875,49190820,1.091838,0.123003,21794271,0.988935,0.054497,19753214,0.895274,0.049393,19734898,0.895076,0.049348,21647526,0.982277,0.05413,11490060,1.065857,0.028731,12786739,1.184757,0.031974,21838535,0.98933,0.054608,20349226,0.922287,0.050884,12036369,1.115232,0.030097,11511832,1.065386,0.028786,0.3357989030877654,0.3356438278971398,0.1641827005341861,0.1643745684809086,genome,GCA_905231865.2_ilBolSele5.2,Arthropoda (Mandibulata),Insecta,Lepidoptera,Nymphalidae,Boloria,Boloria selene,350.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587327198.0,587326733,189686841,189906432,103888000,103845925,67839764,1.107364,0.115506,58762580,0.958086,0.100051,30812360,0.918339,0.052462,32272013,0.962232,0.054947,48511312,0.790946,0.082597,68024393,1.107811,0.11582,39809368,1.185116,0.067781,33561203,0.999514,0.057142,33568869,1.000494,0.057155,32292169,0.96133,0.054982,20758058,1.12963,0.035343,17268803,0.94013,0.029402,39766744,1.185697,0.067708,30827172,0.918089,0.052487,12508129,0.680954,0.021297,20743796,1.129769,0.035319,0.3229662131192501,0.3233400950044203,0.1768826649842972,0.1768110268920323,genome,GCA_040285155.1_LNCC_Crhi_1.0,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea rhizophorae,1199.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617344661.0,592575768,184609113,184717727,111847736,111831995,62151776,1.082237,0.104884,55993743,0.974435,0.094492,35868046,1.030867,0.060529,30465092,0.875706,0.051411,48500034,0.844025,0.081846,62213422,1.082037,0.104988,37183280,1.068039,0.062749,36686937,1.05393,0.061911,36664977,1.053771,0.061874,30497949,0.876012,0.051467,22181374,1.052226,0.037432,22420022,1.063697,0.037835,37165643,1.068311,0.062719,35888215,1.030985,0.060563,16524808,0.784004,0.027886,22170450,1.052004,0.037414,0.3113104003024614,0.3114935584752568,0.1886112928080859,0.1885847484141959,genome,GCA_900617795.1_P_xenopodis_South_Africa_001_upd,Platyhelminthes,Monogenea,Polystomatidea,Polystomatidae,Protopolystoma,Protopolystoma xenopodis,609.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
