Organism Name,Assembly Identifier,Region,Sum_of_valid_dinucleotide_counts,AA_Count,AA_Rate,AT_Count,AT_Rate,AG_Count,AG_Rate,AC_Count,AC_Rate,TA_Count,TA_Rate,TT_Count,TT_Rate,TG_Count,TG_Rate,TC_Count,TC_Rate,GA_Count,GA_Rate,GT_Count,GT_Rate,GG_Count,GG_Rate,GC_Count,GC_Rate,CA_Count,CA_Rate,CT_Count,CT_Rate,CG_Count,CG_Rate,CC_Count,CC_Rate
Coboldia fuscipes,GCA_001014335.1_ASM101433v1,upstream2,184666,23767,0.1287026306954176,19354,0.1048054325105866,10813,0.0585543630121408,9172,0.0496680493431384,15306,0.0828847757573132,19825,0.1073559832345965,12644,0.068469561261954,9362,0.0506969339239491,12485,0.0676085473232755,10785,0.0584027379160213,6760,0.036606630348846,5364,0.029047036270889,11525,0.062409972599179,7112,0.038512774414348,5234,0.0283430626103343,5158,0.02793150877801
Coccinella septempunctata,GCA_907165205.1_icCocSept1.1,downstream1,92664,12213,0.1317987567987568,8659,0.0934451351118017,6889,0.0743438660105326,4294,0.0463394630061296,6592,0.0711387378054044,8628,0.0931105931105931,6498,0.0701243201243201,4838,0.0522101355434688,7933,0.0856103772770439,4333,0.046760338427005,3843,0.0414724164724164,2872,0.0309936976603643,5750,0.0620521453854787,4637,0.0500410083743417,1774,0.0191444358111024,2911,0.0314145730812397
Coccinella septempunctata,GCA_907165205.1_icCocSept1.1,downstream2,186264,24252,0.1302022935188764,22483,0.1207050208306489,8819,0.0473467766181334,7912,0.0424773439848816,18056,0.0969376798522527,27806,0.1492827384787183,12170,0.0653373706137525,10433,0.0560118970922991,10642,0.057133960400292,9498,0.05099214018812,4446,0.0238693467336683,3558,0.0191019198556887,10438,0.0560387407121075,8723,0.0468313791178112,2698,0.0144848172486363,4330,0.0232465747541124
Coccinella septempunctata,GCA_907165205.1_icCocSept1.1,exon,1183836,148948,0.1258181031832111,107762,0.0910278112846711,85783,0.0724618950597886,60132,0.0507941978449717,77299,0.0652953618575545,103078,0.0870711821569879,85040,0.0718342743420541,62419,0.0527260532708922,98120,0.0828831020512976,56663,0.0478638933095462,52831,0.0446269584638412,40912,0.0345588409205329,77558,0.0655141421615831,60207,0.0508575512148642,26033,0.0219903770454691,41051,0.0346762558327335
Coccinella septempunctata,GCA_907165205.1_icCocSept1.1,genome,398844883,46232728,0.115917,39021238,0.097836,21331449,0.053483,20209078,0.050669,29033910,0.072795,46273717,0.116019,25114902,0.062969,26362837,0.066098,26410466,0.066217,20237626,0.050741,14124476,0.035413,11941841,0.029941,25117388,0.062975,21252783,0.053286,12143591,0.030447,14036853,0.035194
Coccinella septempunctata,GCA_907165205.1_icCocSept1.1,intron,3613404,430850,0.1192365979558333,372979,0.1032209517673639,188873,0.0522701032046236,174970,0.0484224847263134,292480,0.0809430664271141,459227,0.1270898576522304,230009,0.0636543824050673,229240,0.0634415636889758,220354,0.0609823866913303,186180,0.0515248225772706,112569,0.0311531730191254,98876,0.0273636714853916,223987,0.0619878098325014,192571,0.0532935149238778,86528,0.0239463951443016,113711,0.0314692184986788
Coccinella septempunctata,GCA_907165205.1_icCocSept1.1,upstream1,186264,23461,0.1259556328651806,18959,0.1017856375896577,10101,0.0542294807370184,9302,0.049939870291629,15196,0.0815831293218228,22848,0.1226646050766653,11801,0.0633563114718893,11956,0.0641884636859511,11656,0.0625778464974444,9777,0.0524900141734312,5295,0.0284273933771421,4523,0.0242827384787183,11505,0.0617671691792294,10217,0.0548522527165743,4052,0.0217540694927629,5615,0.0301453850448825
Coccinella septempunctata,GCA_907165205.1_icCocSept1.1,upstream2,186264,25064,0.1345616973757677,18850,0.1012004466778336,10916,0.0586049907657947,8976,0.0481896662801185,14773,0.0793121590860284,21103,0.1132961817635184,12077,0.0648380792853154,10768,0.0578104196194648,12567,0.0674687540265429,9668,0.0519048232616071,6346,0.034069922260877,4933,0.0264839153030107,11390,0.0611497659236352,9051,0.0485923205772452,4221,0.0226613838422883,5561,0.0298554739509513
Colias hyale,GCA_964258725.1_ilColHyal1.hap1.1,downstream1,92466,10862,0.1174702052646378,7694,0.0832089632946164,6518,0.070490774987563,5162,0.0558259252049401,6859,0.0741786170051694,7497,0.0810784504574654,6174,0.0667704886120303,4232,0.0457681742478316,6962,0.0752925399606341,4681,0.0506240131507797,3907,0.0422533688058313,4481,0.0484610559557026,5940,0.0642398286937901,4628,0.0500508294940843,3488,0.0377219734821447,3381,0.0365647913827785
Colias hyale,GCA_964258725.1_ilColHyal1.hap1.1,downstream2,185866,23623,0.1270969408068178,22697,0.1221148569399459,8507,0.0457695328892858,8762,0.047141489029731,22026,0.1185047292135194,27102,0.1458147267386181,11785,0.0634058945692057,7837,0.0421647853830178,8500,0.0457318713481755,10698,0.0575575952567979,4319,0.0232371708650317,4637,0.0249480808754694,9373,0.0504288035466411,8284,0.044569743793916,3550,0.0190997815630615,4166,0.0224139971807646
Colias hyale,GCA_964258725.1_ilColHyal1.hap1.1,exon,1131720,122276,0.1080443926059449,89675,0.0792377973350298,81162,0.0717156187042731,65768,0.0581133142473403,71182,0.0628971830488106,79154,0.0699413282437352,81972,0.0724313434418407,53879,0.0476080655992648,86918,0.0768016823949386,58800,0.0519563142826847,54800,0.0484218711342028,61125,0.0540107093627399,77565,0.0685372707030007,58503,0.0516938818789099,45123,0.0398711695472378,43818,0.0387180574700455
Colias hyale,GCA_964258725.1_ilColHyal1.hap1.1,genome,330459525,40340327,0.122073,35262465,0.106707,15978061,0.048351,18160844,0.054956,33993823,0.102868,40396051,0.122242,18857346,0.057064,16602397,0.05024,16565792,0.05013,18196478,0.055064,9694635,0.029337,10971645,0.033201,18841735,0.057017,15994626,0.048401,10898516,0.03298,9704784,0.029368
Colias hyale,GCA_964258725.1_ilColHyal1.hap1.1,intron,4430333,546612,0.1233794389721946,488625,0.1102908065827106,206503,0.046611168957277,236090,0.0532894479940898,466264,0.1052435561841513,583652,0.1317399843307489,259086,0.0584800284764147,217592,0.0491141410814943,210790,0.047578816310196,243870,0.0550455236660539,120141,0.0271178261318054,137053,0.0309351464099876,254164,0.0573690510397299,210447,0.0475013954932958,126124,0.028468288952546,123320,0.0278353794173033
Colias hyale,GCA_964258725.1_ilColHyal1.hap1.1,upstream1,185822,22960,0.1235591049498982,20608,0.1109018307842989,8190,0.0440744368266405,9845,0.0529808095919751,18123,0.097528817901002,24214,0.130307498573904,12394,0.0666982380988257,9994,0.0537826522155611,9022,0.0485518399328389,11213,0.0603426935454359,4481,0.0241144751428786,5258,0.0282958960725855,11459,0.0616665410984705,8722,0.0469373916974308,4924,0.0264984770371645,4415,0.0237592965310888
Colias hyale,GCA_964258725.1_ilColHyal1.hap1.1,upstream2,185866,24357,0.1310460224032367,19165,0.1031119193397393,10275,0.0552817621297063,9478,0.050993726663295,17254,0.0928303186166377,20870,0.1122851947101675,11903,0.0640407605479216,9044,0.0486587111144588,10616,0.0571164172037919,10747,0.0578212260445697,6158,0.0331313957367135,6209,0.0334057869648026,11025,0.059316927248663,8235,0.0443061130061442,5445,0.0292952987636254,5085,0.0273584195065262
Concholepas concholepas,GCA_034780235.1_ASM3478023v1,downstream1,51183,3566,0.0696715706386886,2702,0.0527909657503467,4016,0.0784635523513666,3011,0.0588281265263857,1657,0.0323740304397944,3104,0.0606451360803391,4646,0.0907723267491159,3013,0.0588672020006642,4149,0.0810620713908915,3253,0.0635562589140925,3249,0.0634781079655354,2825,0.0551941074184787,4110,0.0803000996424594,3257,0.0636344098626497,1603,0.031318992634273,3022,0.0590430416349178
Concholepas concholepas,GCA_034780235.1_ASM3478023v1,downstream2,79534,5954,0.0748610657077476,5911,0.0743204164256795,4630,0.0582140971156989,3630,0.0456408579978374,4533,0.0569944929212663,9438,0.1186662307943772,9263,0.1164659139487514,4281,0.0538260366635652,4787,0.0601880956572032,7611,0.0956949229260442,3965,0.049852893102321,2654,0.0333693766188045,4863,0.0611436618301606,4608,0.0579374858551059,1064,0.0133779264214046,2342,0.0294465260140317
Concholepas concholepas,GCA_034780235.1_ASM3478023v1,exon,269674,18865,0.0699548343555552,13446,0.0498602015767185,20772,0.0770263355013831,17354,0.0643517728813307,6813,0.02526383707736,13214,0.0489999035872942,23317,0.0864636561181278,16093,0.0596757566543307,21753,0.0806640610514918,15184,0.0563050201354227,18097,0.0671069513560817,16809,0.0623308142423815,22827,0.0846466474335679,17594,0.0652417363186662,9980,0.0370076462691991,17556,0.0651008254410881
Concholepas concholepas,GCA_034780235.1_ASM3478023v1,genome,825318863,76059563,0.092158,59214148,0.071747,50380349,0.061043,51798404,0.062762,47841950,0.057968,79974168,0.096901,68179089,0.082609,50990284,0.061783,48986142,0.059354,55277059,0.066977,34629636,0.041959,32412614,0.039273,64563977,0.078229,52522090,0.063639,18118726,0.021954,34370664,0.041645
Concholepas concholepas,GCA_034780235.1_ASM3478023v1,intron,868337,78488,0.0903888697590912,72382,0.0833570376478256,50857,0.0585682747596843,44455,0.051195561170375,58125,0.0669382969975942,105660,0.1216808681422074,84597,0.0974241567502018,46453,0.0534965111471698,48067,0.0553552365037997,68044,0.0783612813919019,34114,0.0392865903445321,29601,0.0340892994309812,61510,0.0708365530894111,48747,0.0561383426020082,10260,0.0118156890700269,26977,0.0310674311931888
Concholepas concholepas,GCA_034780235.1_ASM3478023v1,upstream1,74640,7501,0.1004957127545552,6178,0.0827706323687031,4299,0.057596463022508,4424,0.0592711682743837,5053,0.067698285101822,8506,0.1139603429796355,6385,0.0855439442658092,4136,0.0554126473740621,4084,0.0547159699892818,5081,0.0680734190782422,2610,0.0349678456591639,2641,0.0353831725616291,5776,0.0773847802786709,4321,0.0578912111468381,1116,0.0149517684887459,2529,0.0338826366559485
Concholepas concholepas,GCA_034780235.1_ASM3478023v1,upstream2,96493,7865,0.0815085032074865,6769,0.0701501663333091,6306,0.0653518908107323,5620,0.0582425668183184,4727,0.0489880094929165,8743,0.0906076088420921,8915,0.0923901215632222,5519,0.0571958587669571,6496,0.0673209455608178,6599,0.0683883805042852,4760,0.0493300032126682,4425,0.0458582487848859,7462,0.0773320344480946,5748,0.0595690879131128,2341,0.0242608272102639,4198,0.0435057465308364
Congeria kusceri,GCA_027627225.1_MU_Ckus_1.0,downstream1,90981,8617,0.0947120827425506,6281,0.0690363922137589,7002,0.0769611237511128,5588,0.0614194172409624,4823,0.0530110682450181,6657,0.0731691232235301,7040,0.0773787933744408,4720,0.0518789637396819,7393,0.0812587243490399,5126,0.0563414339257647,4784,0.0525824073158131,4221,0.0463943021070333,7076,0.0777744803860146,4913,0.0540002857739528,2744,0.0301601433266286,3996,0.0439212582846968
Congeria kusceri,GCA_027627225.1_MU_Ckus_1.0,downstream2,182881,19479,0.1065118847775329,18575,0.1015687796982737,9474,0.0518041786735636,9710,0.0530946353092994,15828,0.0865480831797726,22100,0.1208436086854293,15788,0.0863293617160886,8594,0.0469923064725149,9815,0.05366877915147,12739,0.069657318146773,6295,0.034421290347275,5759,0.0314904227339089,12138,0.0663710281549204,8900,0.0486655256696977,3061,0.0167376600084207,4626,0.0252951372750586
Congeria kusceri,GCA_027627225.1_MU_Ckus_1.0,exon,1199019,100492,0.0838118495203161,74066,0.0617721654118908,96471,0.0804582746395178,78277,0.0652842031694243,48492,0.0404430622033512,65465,0.0545988011866367,96608,0.0805725347137951,65308,0.0544678608095451,100361,0.083702593536883,66938,0.0558273054889038,71898,0.0599640205868297,63725,0.0531476148417998,98504,0.082153827420583,69183,0.0576996694797997,40429,0.0337183981237995,62802,0.0523778188669237
Congeria kusceri,GCA_027627225.1_MU_Ckus_1.0,genome,1550049943,172835879,0.111503,155708695,0.100454,76552757,0.049387,94162739,0.060748,139422971,0.089947,172669422,0.111396,108189043,0.069797,78586041,0.050699,78717532,0.050784,93972068,0.060625,50546868,0.03261,52665001,0.033976,108283642,0.069858,76517323,0.049364,40612824,0.026201,50607138,0.032649
Congeria kusceri,GCA_027627225.1_MU_Ckus_1.0,intron,17580604,1931812,0.1098831416713555,1745719,0.0992980104665346,878146,0.0499497059372931,979572,0.0557189047657293,1543900,0.0878183707453964,2107592,0.1198816604935757,1299144,0.0738964372327594,904484,0.0514478342154797,847845,0.048226158782713,1094355,0.0622478613362771,625593,0.0355842723037274,570582,0.0324551989226308,1211692,0.0689220916414475,907454,0.0516167703908238,335492,0.0190830758715684,597222,0.0339705052226874
Congeria kusceri,GCA_027627225.1_MU_Ckus_1.0,upstream1,182881,21295,0.1164418392287881,19064,0.104242649591811,8536,0.046675160350173,10698,0.0584970554622951,16920,0.0925191791383468,22156,0.1211498187345869,12546,0.0686019870844975,9237,0.0505082540012357,9001,0.0492177973654999,10944,0.0598421924639519,5416,0.0296148861828183,5699,0.0311623405383828,12364,0.0676068044247352,8740,0.0477906398149616,4556,0.0249123747136115,5709,0.0312170209043038
Congeria kusceri,GCA_027627225.1_MU_Ckus_1.0,upstream2,182881,20199,0.1104488711238455,16308,0.089172740743981,10781,0.0589509024994395,10761,0.0588415417675975,13490,0.0737638136274407,18642,0.1019351381499445,13363,0.0730693729802439,9315,0.0509347608554196,11296,0.0617669413443714,11365,0.0621442358692264,7272,0.0397635620977575,6841,0.037406838326562,13073,0.0714836423685347,8419,0.0460354000688972,5431,0.0296969067316998,6325,0.034585331445038
Cooperia oncophora,GCA_036418165.1_C_oncophora_1.0.allpaths.nc.pg.lrna,downstream1,53460,4865,0.0910026187803965,3842,0.0718668163112607,3729,0.069753086419753,2799,0.0523569023569023,2768,0.0517770295548073,4338,0.0811447811447811,3901,0.0729704451926674,3451,0.064552936775159,4365,0.0816498316498316,3073,0.0574822297044519,2596,0.048559670781893,2664,0.0498316498316498,3440,0.0643471754582865,3039,0.0568462401795735,2530,0.0473251028806584,2060,0.0385334829779274
Cooperia oncophora,GCA_036418165.1_C_oncophora_1.0.allpaths.nc.pg.lrna,downstream2,96258,7110,0.0738639905254628,7454,0.0774377194622784,5359,0.0556732946871948,4500,0.046749361092065,6243,0.0648569469550582,11826,0.122857320949947,7671,0.0796920775416069,6292,0.0653659955536163,5660,0.0588003075069085,6811,0.0707577551995678,4290,0.044567724241102,4359,0.045284547777847,5420,0.056307008248665,5932,0.0616260466662511,3768,0.0391447983544224,3563,0.0370151052380061
Cooperia oncophora,GCA_036418165.1_C_oncophora_1.0.allpaths.nc.pg.lrna,exon,564950,51206,0.0906381095672183,41338,0.0731710770864678,38421,0.0680077882998495,31086,0.0550243384370298,25698,0.0454872112576334,40021,0.0708398973360474,43343,0.0767200637224533,36130,0.0639525621736436,47419,0.0839348614921674,31618,0.0559660146915656,28361,0.0502009027347552,30405,0.0538189220284981,37052,0.0655845650057527,32180,0.0569607929905301,28714,0.0508257367908664,21958,0.0388671563855208
Cooperia oncophora,GCA_036418165.1_C_oncophora_1.0.allpaths.nc.pg.lrna,genome,490665676,41379214,0.084333,32206743,0.065639,30751941,0.062674,27608737,0.056268,25822850,0.052628,41469135,0.084516,32676251,0.066596,32100155,0.065422,32101954,0.065425,27636481,0.056324,25982586,0.052954,27616682,0.056284,32641107,0.066524,30757797,0.062686,23929252,0.048769,25984791,0.052958
Cooperia oncophora,GCA_036418165.1_C_oncophora_1.0.allpaths.nc.pg.lrna,intron,3464989,271346,0.0783107825161927,231167,0.0667150747087508,210345,0.0607058204225179,179148,0.0517023286365411,192506,0.0555574635301872,350139,0.1010505372455727,241826,0.0697912749506564,231678,0.0668625499244009,213411,0.0615906717164181,212606,0.0613583477465585,171703,0.0495536926668454,190025,0.0548414439410918,214746,0.0619759543248189,222247,0.0641407519619831,163874,0.0472942338345085,168222,0.0485490718729554
Cooperia oncophora,GCA_036418165.1_C_oncophora_1.0.allpaths.nc.pg.lrna,upstream1,91574,7581,0.0827855068032411,6211,0.0678249284731474,5298,0.0578548496298075,4761,0.0519907397296175,5129,0.0560093476314237,9693,0.1058488217179548,6572,0.0717670954637779,6142,0.0670714394915587,5578,0.060912486076834,5707,0.0623211828684997,4106,0.0448380544696092,4841,0.0528643501430537,5544,0.0605412016511236,5928,0.0647345316356171,4269,0.0466180356869853,4214,0.046017428527748
Cooperia oncophora,GCA_036418165.1_C_oncophora_1.0.allpaths.nc.pg.lrna,upstream2,101195,8281,0.0818321063293641,7404,0.0731656702406245,6309,0.0623449775186521,4978,0.0491921537625376,5510,0.0544493305005188,10510,0.103858886308612,7469,0.0738079944661297,6856,0.0677503829240575,6866,0.0678492020356737,6329,0.0625426157418844,4698,0.0464252186372844,5061,0.050012352388952,6327,0.0625228519195612,6082,0.0601017836849646,4505,0.044518009783092,4010,0.0396264637580908
Corbicula japonica,GCA_038501625.1_CoJap,downstream1,89001,9528,0.1070549769103717,7074,0.0794822530083931,6814,0.0765609375175559,5342,0.0600217975078931,5705,0.0641004033662543,7371,0.082819294165234,6818,0.0766058808327996,4625,0.051965708250469,7220,0.0811226840147863,4855,0.0545499488769789,3872,0.0435051291558521,3222,0.0362018404287592,6736,0.0756845428703048,4941,0.0555162301547173,1662,0.0186739474837361,3216,0.0361344254558937
Corbicula japonica,GCA_038501625.1_CoJap,downstream2,178503,20217,0.1132586006957866,17589,0.0985361590561503,10482,0.0587217021562662,10038,0.0562343490025377,14581,0.0816849016543139,19970,0.1118748704503565,14712,0.0824187828775987,8845,0.049550987938578,10828,0.0606600449292168,10875,0.0609233458261205,5533,0.0309966779269816,5411,0.0303132160243805,12741,0.0713769516478714,9619,0.053887049517375,1969,0.0110306269362419,5093,0.0285317333602236
Corbicula japonica,GCA_038501625.1_CoJap,exon,1144751,112227,0.0980361668170632,84279,0.0736221239378694,97572,0.0852342561832223,71163,0.0621646104698751,59761,0.0522043658402569,73472,0.0641816429948521,92095,0.0804498096092512,59585,0.0520506206153128,99144,0.0866074805787459,63997,0.0559047338678891,57837,0.0505236509948451,47572,0.0415566354604625,92615,0.0809040568647679,62976,0.0550128368527304,23427,0.0204647124134418,47029,0.0410822964994134
Corbicula japonica,GCA_038501625.1_CoJap,genome,1068640547,126999300,0.118842,106225204,0.099402,54826479,0.051305,60351625,0.056475,91496605,0.08562,126882931,0.118733,72872574,0.068192,57110489,0.053442,57165859,0.053494,60463644,0.05658,34115909,0.031925,34316582,0.032112,72740840,0.068069,54790792,0.051271,24247051,0.02269,34034663,0.031849
Corbicula japonica,GCA_038501625.1_CoJap,intron,16651730,1872455,0.1124480759656804,1657762,0.0995549411382481,867920,0.0521219116572272,911953,0.0547662615235774,1404928,0.0843712935532824,2038175,0.1224001950548081,1208036,0.07254717677983,902681,0.0542094425023706,865056,0.0519499175160779,959870,0.0576438604277153,554615,0.0333067495089098,513869,0.0308597965496678,1167650,0.0701218431958721,898009,0.0539288710542388,262842,0.0157846662178644,565909,0.0339849973546292
Corbicula japonica,GCA_038501625.1_CoJap,upstream1,178304,20998,0.1177651651112706,17815,0.0999136306532663,9340,0.0523824479540559,9712,0.0544687724335965,15334,0.085999192390524,21811,0.1223247936109117,12106,0.067895279971285,9670,0.0542332196697774,9609,0.0538911073223259,9890,0.0554670674802584,5610,0.0314631191672648,5642,0.0316425879396984,11939,0.0669586773151471,9409,0.0527694274946159,3695,0.0207230348169418,5724,0.0321024766690595
Corbicula japonica,GCA_038501625.1_CoJap,upstream2,178901,20699,0.1157008624881918,15849,0.088590896641159,11218,0.0627050715200026,10152,0.0567464687173352,12899,0.0721013297857474,18961,0.1059859922526984,12686,0.0709107271619499,9410,0.0525989234269232,11688,0.0653322228495089,10460,0.0584680912907138,6896,0.0385464586559046,6305,0.0352429556011425,12646,0.0706871398147578,8639,0.048289277309797,4568,0.0255336750493289,5825,0.0325599074348382
Cordylochernes scorpioides,GCA_030710605.1_ASM3071060v1,downstream1,81119,6728,0.0829398784501781,4895,0.060343446048398,6141,0.0757035959516266,4963,0.061181720681961,3863,0.0476213957272648,4596,0.0566575031743488,5840,0.0719929979412961,5212,0.0642512851489786,6024,0.0742612704791725,3941,0.0485829460422342,4449,0.0548453506576757,4024,0.0496061341979067,6532,0.080523675094614,5889,0.0725970487801871,2023,0.0249386703485003,5999,0.0739530812756567
Cordylochernes scorpioides,GCA_030710605.1_ASM3071060v1,downstream2,162978,17027,0.1044742235148302,16681,0.1023512375903496,7311,0.0448588153002245,8727,0.0535471045171741,15212,0.0933377511075114,22453,0.1377670605848642,10849,0.0665672667476592,10102,0.0619838260378701,7043,0.0432144215783725,8759,0.0537434500362012,4760,0.0292063959552823,4106,0.0251935844101657,10442,0.0640699971775331,10790,0.0662052546969529,1756,0.0107744603566125,6960,0.0427051503883959
Cordylochernes scorpioides,GCA_030710605.1_ASM3071060v1,exon,1049240,78473,0.0747903244252983,60359,0.0575264000609965,81318,0.0775018108345087,64786,0.0617456444664709,38312,0.036514048263505,51549,0.0491298463649879,77848,0.0741946551789867,68444,0.0652319774312836,80449,0.0766735923144371,47486,0.0452575197285654,66318,0.06320574892303,58098,0.0553715069955396,86695,0.0826264724943768,76933,0.0733225954023864,28472,0.0271358316495749,83700,0.0797720254660516
Cordylochernes scorpioides,GCA_030710605.1_ASM3071060v1,genome,2616244161,299924651,0.114639,263342525,0.100657,143935963,0.055016,132700625,0.050722,229699832,0.087798,300009784,0.114672,160558213,0.06137,149828805,0.057269,149781163,0.05725,132704911,0.050723,100371681,0.038365,85196796,0.032565,160497780,0.061347,144039574,0.055056,63186861,0.024152,100464997,0.0384
Cordylochernes scorpioides,GCA_030710605.1_ASM3071060v1,intron,17705504,1964936,0.1109788233082774,1675110,0.0946095632183077,998511,0.056395514072912,931856,0.0526308655206878,1490481,0.084181788894572,2034830,0.1149264093244677,1184328,0.0668903861759597,1005838,0.0568093401916149,966512,0.0545882229616282,962047,0.0543360414930859,699228,0.0394921262902202,566878,0.0320170496134987,1148481,0.0648657615168706,1043486,0.0589356846323041,312587,0.0176547925436067,720395,0.0406876302419857
Cordylochernes scorpioides,GCA_030710605.1_ASM3071060v1,upstream1,162892,21055,0.1292574220956216,17758,0.1090170174103086,8437,0.051795054391867,7599,0.0466505414630552,16027,0.0983903445227512,21378,0.13124033101687,9747,0.0598371927412027,8407,0.0516108832846303,8344,0.0512241239594332,7905,0.0485290867568695,5486,0.0336787564766839,4662,0.0286201900645826,9409,0.0577621982663359,8491,0.052126562384893,2743,0.0168393782383419,5444,0.0334209169265525
Cordylochernes scorpioides,GCA_030710605.1_ASM3071060v1,upstream2,163017,18034,0.1106264990767834,14819,0.0909046295785102,10028,0.0615150567118766,8091,0.0496328603765251,12386,0.0759798057871265,17347,0.1064122146769968,11440,0.0701767300342909,8771,0.0538042044694725,9963,0.0611163252912273,8957,0.0549451897654845,7263,0.0445536355104068,5967,0.036603544415613,10564,0.0648030573498469,8748,0.0536631148898581,3490,0.0214088101240974,7149,0.0438543219418833
Cornu aspersum,GCA_964187895.1_xgCorAspe16.1,downstream1,88803,7728,0.087024087024087,6432,0.0724299854734637,6984,0.0786459916894699,5096,0.0573854486897965,4690,0.0528135310744006,7103,0.0799860365077756,7367,0.0829589090458655,5009,0.0564057520579259,7060,0.0795018186322534,5089,0.0573066225240138,4169,0.0469466121640034,3982,0.0448408274495231,7176,0.0808080808080808,5306,0.0597502336632771,1817,0.0204610204610204,3795,0.0427350427350427
Cornu aspersum,GCA_964187895.1_xgCorAspe16.1,downstream2,178503,15024,0.0841666526612998,16186,0.0906763471762379,10840,0.0607272706901284,9083,0.0508842988633244,13278,0.0743853044486647,20119,0.1127095903150087,17421,0.0975949984033881,9484,0.0531307597071197,10287,0.057629283541453,14079,0.0788726239895127,6703,0.0375511896158608,6117,0.0342683316246785,12548,0.0702957373265435,9908,0.0555060699259956,2261,0.0126664537850904,5165,0.0289350879256931
Cornu aspersum,GCA_964187895.1_xgCorAspe16.1,exon,1095481,92793,0.084705257325321,75091,0.0685461454831256,89572,0.0817649963805853,65211,0.0595272761462773,45435,0.0414749320161645,73927,0.0674835985288654,93912,0.0857267264334114,61632,0.0562602181142347,89565,0.0817586064934033,61045,0.0557243804319746,57835,0.0527941607385249,55330,0.0505074939684029,93437,0.0852931269460629,64908,0.0592506853154002,24736,0.0225800356190568,51052,0.0466023600591886
Cornu aspersum,GCA_964187895.1_xgCorAspe16.1,genome,2907689732,237237025,0.08159,246270023,0.084696,183207318,0.063008,192607478,0.066241,215878591,0.074244,236869243,0.081463,228158215,0.078467,178192707,0.061283,178304842,0.061322,192400860,0.06617,117644739,0.04046,106219259,0.03653,227900999,0.078379,183559088,0.063129,65559154,0.022547,117680191,0.040472
Cornu aspersum,GCA_964187895.1_xgCorAspe16.1,intron,28676360,2212304,0.0771473087937241,2455198,0.0856174912018122,1784501,0.0622289928010389,1650734,0.057564279427375,2005831,0.0699471969245748,2691632,0.0938624009462846,2533917,0.0883625746084928,1769445,0.0617039610327112,1694859,0.0591030033100435,2023083,0.07054880744976,1192334,0.0415789870122986,1056684,0.0368486097956644,2189742,0.0763605283236784,1830908,0.0638472944264892,456212,0.0159089926336536,1128976,0.039369571312398
Cornu aspersum,GCA_964187895.1_xgCorAspe16.1,upstream1,178304,16318,0.0915178571428571,16174,0.0907102476669059,10738,0.0602229899497487,10463,0.0586806801866475,13506,0.0757470387652548,17507,0.0981862437185929,13898,0.0779455312275664,9812,0.0550296123474515,11118,0.0623541816223977,10743,0.0602510319454414,7097,0.0398028086862885,6852,0.0384287508973438,12788,0.071720208183776,10293,0.057727252333094,4058,0.0227588837042354,6939,0.0389166816223977
Cornu aspersum,GCA_964187895.1_xgCorAspe16.1,upstream2,178503,16490,0.0923793997859979,14736,0.0825532343994218,11927,0.0668168041993692,10325,0.057842165117673,11695,0.0655171061550786,16627,0.0931468938897385,14342,0.0803459885828249,9861,0.0552427690290919,11882,0.0665647075959507,11494,0.0643910746598096,7647,0.0428396161409051,7308,0.040940488395153,13403,0.0750855727914937,9648,0.0540495117729113,4474,0.0250640045265345,6644,0.0372206629580455
Crassadoma gigantea,GCA_032360845.1_ASM3236084v1,downstream1,56034,5480,0.0977977656422886,3963,0.0707249170146696,4436,0.0791662205089766,3486,0.0622122282899668,3231,0.0576614198522325,4024,0.071813541778206,4305,0.0768283542135132,2980,0.0531819966448941,4539,0.0810043901916693,3171,0.0565906413962951,3100,0.0553235535567691,2144,0.0382624834921654,4289,0.0765428132919299,3244,0.057893421851019,1181,0.0210764892743691,2461,0.043919763001035
Crassadoma gigantea,GCA_032360845.1_ASM3236084v1,downstream2,80478,8722,0.1083774447675141,8195,0.1018290712989885,4615,0.0573448644350008,4495,0.0558537737021297,7367,0.0915405452421779,9245,0.1148761152116106,6094,0.0757225577176371,4224,0.0524863937970625,4542,0.0564377842391709,5214,0.064787892343249,2832,0.0351897412957578,1936,0.0240562638236536,5423,0.0673848753696662,4313,0.0535922860906086,911,0.011319863813713,2350,0.0292005268520589
Crassadoma gigantea,GCA_032360845.1_ASM3236084v1,exon,343498,31782,0.0925245561837332,23180,0.0674821978585028,27755,0.0808010526989967,22692,0.0660615200088501,16755,0.0487775765797763,20492,0.059656824785006,26670,0.0776423734636009,18789,0.0546990084367303,28909,0.0841606064664132,19163,0.0557878066247838,19728,0.057432648807271,14641,0.0426232467146824,27633,0.0804458832365836,19839,0.057755794793565,8824,0.0256886502978183,16646,0.0484602530436858
Crassadoma gigantea,GCA_032360845.1_ASM3236084v1,genome,898463419,96024333,0.106876,89964111,0.100131,47187203,0.05252,54498375,0.060657,81641424,0.090868,97767143,0.108816,62869717,0.069975,48751665,0.054261,48470999,0.053949,55780980,0.062085,31198304,0.034724,25046121,0.027877,61530036,0.068484,47524530,0.052895,19238814,0.021413,30969664,0.03447
